
ADVP-4
",",1.0

ADVP-TMP-4
NP,0.333333333333
PP-TMP-3,0.333333333333
PP-5,0.333333333333

ADVP-LOC-CLR
NP,0.247058823529
VB,0.141176470588

WHADVP-8
CC,0.5
S,0.5

ADVP-PRP
NP,0.179347826087

ADVP-1
",",0.736842105263

ADVP-2
PP-CLR-1,0.2
",",0.8

ADVP-CLR
VBD,0.141568981064
NP,0.195671776375
VB,0.12353471596

WHADVP-24
S,1.0

WHADVP
RB,0.107142857143
NN,0.107142857143
CC,0.142857142857
",",0.107142857143
JJ,0.107142857143

ADVP-CLR-TPC-1
VP,0.666666666667
ADVP-TMP,0.333333333333

ADVP-LOC-TMP
VB,0.5
ADVP-MNR,0.5

ADVP-DIR-CLR
VB,0.142857142857
VBG,0.142857142857
PP-LOC,0.142857142857
VBP,0.142857142857
PP-CLR,0.142857142857
NP,0.285714285714

ADVP-TPC-1
VP,0.5
NP-SBJ,0.5

ADVP-PRD
VBD,0.311355311355
VBZ,0.131868131868

ADVP-LOC-PRD-TPC-3
VP,0.666666666667
",",0.333333333333

ADVP-LOC
NP,0.417224080268

ADVP-PRP-4
PP-TMP,0.5
ADVP-MNR-3,0.5

ADVP-DIR
VBG,0.124444444444
VBD,0.111111111111
NP,0.173333333333
VB,0.165555555556

ADVP-MNR-2
S,1.0

ADVP-MNR-3
NP,0.5
ADVP-PRP-4,0.5

ADVP-MNR-1
VBZ,1.0

ADVP-HLN

ADVP-LOC-PRD
VBP,0.212435233161
VB,0.124352331606
VBZ,0.212435233161

ADVP-TMP-CLR-TPC-1
VP,1.0

ADVP-LOC-TPC-PRD-1
VP,1.0

ADVP-PUT-2
NP,1.0

ADVP-DIR-TPC-2
VP,0.666666666667
",",0.333333333333

ADVP-3
",",0.636363636364

ADVP-TPC-PRD-1
VP,1.0

ADVP-DIR-TPC-4
VP,0.5
INTJ,0.5

ADVP-TMP-CLR
VB,0.133333333333
VBD,0.133333333333
VBN,0.133333333333
VBZ,0.1

ADVP-TMP-PRD-TPC-3
VP,1.0

WHADVP-14
S,1.0

ADVP-5
NP-4,1.0

ADVP-MNR-CLR
VBZ,0.166666666667
VB,0.166666666667
PP-CLR,0.166666666667
SBAR-TMP,0.166666666667
VBD,0.333333333333

WHADVP-6
S,0.785714285714

ADVP-PUT-TPC-4
NP-SBJ,1.0

ADVP-TMP-TPC-3
VP,1.0

ADVP-CLR-MNR
VB,0.5
ADVP-MNR,0.5

ADVP-TMP-PRD-TPC-4
CC,0.5
VP,0.5

ADVP-TMP-PRD
VB,0.142857142857
NP-SBJ,0.142857142857
VBZ,0.428571428571

ADVP-LOC-PRD-TPC-1
VP,0.961538461538

ADVP-LOC-PRD-TPC-2
VP,0.857142857143
",",0.142857142857

ADVP-MNR
NP,0.152958507243
VP,0.211883132826

ADVP-LOC-PRD-TPC-4
VP,1.0

ADVP-PUT
NP,0.692307692308

ADVP-TMP-2
VP,0.181818181818
NP,0.181818181818
VBZ,0.181818181818

ADVP-TMP-3
PP-PRP-2,0.333333333333
",",0.333333333333
NP-2,0.333333333333

ADVP-LOC-TPC
VBZ,1.0

WHADVP-TMP-1
S,1.0

ADVP-MNR-TMP
NP,1.0

ADVP-MNR-TPC-1
VP,0.5
",",0.5

WHADVP-22
S,1.0

ADVP-CLR-TPC-3
VP,1.0

ADVP-PRD-2
PP-TMP-4,0.5
VBD,0.5

ADVP-PRD-TPC-1
CC,0.181818181818
",",0.136363636364
VP,0.454545454545
NP-SBJ,0.136363636364

ADVP-PRD-TPC-3
NP-SBJ,0.5
VP,0.5

ADVP-PRD-TPC-2
VP,0.6
CC,0.1
NP-SBJ-1,0.1
",",0.2

ADVP-LOC-TPC-1
VP,0.666666666667
CC,0.333333333333

ADVP
",",0.164897523199
NP-SBJ,0.125642566259
VP,0.219440550103

ADVP-LOC-TPC-2
VP,1.0

WHADVP-3
S,0.911528150134

WHADVP-2
S,0.946979038224

WHADVP-1
S,0.92965204236

ADVP-TMP-PRD-TPC-2
VP,1.0

WHADVP-7
S,1.0

ADVP-TMP
NP,0.110180275716
NP-SBJ,0.123435843054
VP,0.22948038176

WHADVP-5
S,0.96875

WHADVP-4
S,0.948275862069

ADVP-PRD-TMP
NP-PRD,1.0

ADVP-LOC-CLR-TPC-2
VP,1.0

ADVP-EXT
VBD,0.211111111111
NP,0.144444444444

ADVP-PRD-LOC-TPC-1
VP,1.0

ADVP-TMP-1
VB,0.5
PP-DIR-2,0.5

ADVP-LOC-2
ADJP-PRD-1,1.0

ADVP-CLR-3
PP-TMP-4,0.5
VBD,0.5

ADVP-CLR-1
PP-2,0.5
VBD,0.5

ADVP-LOC-PRD-1
VBZ,0.5
NP-TMP-2,0.5

ADVP-PRD-LOC
PP-TMP,0.333333333333
VBP,0.333333333333
VBN,0.333333333333

ADVP-TPC-2
NP-SBJ,0.333333333333
VP,0.333333333333
NP-SBJ-1,0.333333333333
